"","X","mp_id","name","level","riding_name","riding_id","province","party","region.x","region.y","total_pop","male","female","age0m14","age15m29","age30m44","age45m59","age60m74","age75p","age18p","english","french","otherLang","income40m","income40m99","income100p","educHSB","educColl","educUniv","vote2018_CAQ","vote2018_PQ","vote2018_PLQ","vote2018_QS","vote2018_PCQ","char","value"
"2364",2364,237,"Robert Oliphant","fed","Don Valley-Ouest",NA,"Ontario","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c4","Inclusive"
"2365",2365,237,"Robert Oliphant","fed","Don Valley-Ouest",NA,"Ontario","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c5","Responsive"
"2366",2366,237,"Robert Oliphant","fed","Don Valley-Ouest",NA,"Ontario","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c6","Innovative Solutions"
"2367",2367,237,"Robert Oliphant","fed","Don Valley-Ouest",NA,"Ontario","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c7","Community Driven"
"2368",2368,237,"Robert Oliphant","fed","Don Valley-Ouest",NA,"Ontario","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c8","Strategic"
"2369",2369,237,"Robert Oliphant","fed","Don Valley-Ouest",NA,"Ontario","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c9","Global Relations"
"2370",2370,237,"Robert Oliphant","fed","Don Valley-Ouest",NA,"Ontario","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c10","Eco-Conscious."
"2371",2371,238,"Seamus O'Regan","fed","St. John's-Sud Mount Pearl",NA,"Terre-Neuve-et-Labrador","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c1","Pro-Environmental"
"2372",2372,238,"Seamus O'Regan","fed","St. John's-Sud Mount Pearl",NA,"Terre-Neuve-et-Labrador","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c2","Dedicated to Reconciliation"
"2373",2373,238,"Seamus O'Regan","fed","St. John's-Sud Mount Pearl",NA,"Terre-Neuve-et-Labrador","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c3","Fiscally Responsible"
"2374",2374,238,"Seamus O'Regan","fed","St. John's-Sud Mount Pearl",NA,"Terre-Neuve-et-Labrador","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c4","Supportive of LGBT+ Rights"
"2375",2375,238,"Seamus O'Regan","fed","St. John's-Sud Mount Pearl",NA,"Terre-Neuve-et-Labrador","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c5","Supportive of Veterans' Charities"
"2376",2376,238,"Seamus O'Regan","fed","St. John's-Sud Mount Pearl",NA,"Terre-Neuve-et-Labrador","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c6","Investing in Infrastructure"
"2377",2377,238,"Seamus O'Regan","fed","St. John's-Sud Mount Pearl",NA,"Terre-Neuve-et-Labrador","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c7","Investing in Marine Cultures"
"2378",2378,238,"Seamus O'Regan","fed","St. John's-Sud Mount Pearl",NA,"Terre-Neuve-et-Labrador","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c8","Supports National Pharmacare"
"2379",2379,238,"Seamus O'Regan","fed","St. John's-Sud Mount Pearl",NA,"Terre-Neuve-et-Labrador","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c9","Strives for Gender Equality"
"2380",2380,238,"Seamus O'Regan","fed","St. John's-Sud Mount Pearl",NA,"Terre-Neuve-et-Labrador","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c10","Advocates for Economic Development."
"2381",2381,239,"Erin O'Toole","fed","Durham",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c1","Balanced Budget Approach"
"2382",2382,239,"Erin O'Toole","fed","Durham",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c2","Combatting Radicalization and Terrorism"
"2383",2383,239,"Erin O'Toole","fed","Durham",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c3","Investing in the Canadian Military"
"2384",2384,239,"Erin O'Toole","fed","Durham",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c4","Support for Indigenous Peoples"
"2385",2385,239,"Erin O'Toole","fed","Durham",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c5","Lowering Taxes for the Middle Class"
"2386",2386,239,"Erin O'Toole","fed","Durham",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c6","Building the Canada-U.S. Relationship"
"2387",2387,239,"Erin O'Toole","fed","Durham",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c7","Increasing Immigration"
"2388",2388,239,"Erin O'Toole","fed","Durham",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c8","Modernizing Taxation System"
"2389",2389,239,"Erin O'Toole","fed","Durham",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c9","Investing in Skills Training"
"2390",2390,239,"Erin O'Toole","fed","Durham",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c10","Support for Working Families."
"2391",2391,240,"Jeremy Patzer","fed","Cypress Hills Grasslands",NA,"Saskatchewan","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c1","Supportive of Local Entrepreneurship"
"2392",2392,240,"Jeremy Patzer","fed","Cypress Hills Grasslands",NA,"Saskatchewan","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c2","Innovation-Focused"
"2393",2393,240,"Jeremy Patzer","fed","Cypress Hills Grasslands",NA,"Saskatchewan","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c3","Wary of Corporate Tax Cuts"
"2394",2394,240,"Jeremy Patzer","fed","Cypress Hills Grasslands",NA,"Saskatchewan","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c4","Pro-Environmental Activism"
"2395",2395,240,"Jeremy Patzer","fed","Cypress Hills Grasslands",NA,"Saskatchewan","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c5","Protecting of Open Internet Access"
"2396",2396,240,"Jeremy Patzer","fed","Cypress Hills Grasslands",NA,"Saskatchewan","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c6","Aiming to Preserve Affordable Housing"
"2397",2397,240,"Jeremy Patzer","fed","Cypress Hills Grasslands",NA,"Saskatchewan","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c7","Promotes Gender Inclusion"
"2398",2398,240,"Jeremy Patzer","fed","Cypress Hills Grasslands",NA,"Saskatchewan","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c8","Focuses on Indigenous Reconciliation"
"2399",2399,240,"Jeremy Patzer","fed","Cypress Hills Grasslands",NA,"Saskatchewan","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c9","Aiming to Support Rural Communities"
"2400",2400,240,"Jeremy Patzer","fed","Cypress Hills Grasslands",NA,"Saskatchewan","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c10","Advocate of Safe Work Environments."
"2401",2401,241,"Pierre Paul-Hus","fed","Charlesbourg Haute-Saint-Charles",NA,"Québec","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c1","Pro-Business"
"2402",2402,241,"Pierre Paul-Hus","fed","Charlesbourg Haute-Saint-Charles",NA,"Québec","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c2","Pro-American Foreign Relations"
"2403",2403,241,"Pierre Paul-Hus","fed","Charlesbourg Haute-Saint-Charles",NA,"Québec","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c3","Pro-Environment"
"2404",2404,241,"Pierre Paul-Hus","fed","Charlesbourg Haute-Saint-Charles",NA,"Québec","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c4","Pro-gun Ownership"
"2405",2405,241,"Pierre Paul-Hus","fed","Charlesbourg Haute-Saint-Charles",NA,"Québec","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c5","Pro-Military"
"2406",2406,241,"Pierre Paul-Hus","fed","Charlesbourg Haute-Saint-Charles",NA,"Québec","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c6","Pro-Public Education"
"2407",2407,241,"Pierre Paul-Hus","fed","Charlesbourg Haute-Saint-Charles",NA,"Québec","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c7","Pro-Public Health Care"
"2408",2408,241,"Pierre Paul-Hus","fed","Charlesbourg Haute-Saint-Charles",NA,"Québec","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c8","Pro-Taxation Reform"
"2409",2409,241,"Pierre Paul-Hus","fed","Charlesbourg Haute-Saint-Charles",NA,"Québec","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c9","Pro-Trade"
"2410",2410,241,"Pierre Paul-Hus","fed","Charlesbourg Haute-Saint-Charles",NA,"Québec","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c10","Pro-Infrastructure Investment"
"2411",2411,242,"Monique Pauzé","fed","Repentigny",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c1","Pro-Women’s Rights"
"2412",2412,242,"Monique Pauzé","fed","Repentigny",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c2","Pro-LGBTQ Equality"
"2413",2413,242,"Monique Pauzé","fed","Repentigny",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c3","Progressive Tax Reform"
"2414",2414,242,"Monique Pauzé","fed","Repentigny",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c4","Public Health Advocate"
"2415",2415,242,"Monique Pauzé","fed","Repentigny",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c5","Expansion of Affordable Housing"
"2416",2416,242,"Monique Pauzé","fed","Repentigny",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c6","Immigration Policies Supporting Migrant Workers"
"2417",2417,242,"Monique Pauzé","fed","Repentigny",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c7","Moving Towards Zero Emission"
"2418",2418,242,"Monique Pauzé","fed","Repentigny",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c8","Protection of Aboriginal Rights"
"2419",2419,242,"Monique Pauzé","fed","Repentigny",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c9","Initiatives to Combat Climate Change"
"2420",2420,242,"Monique Pauzé","fed","Repentigny",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c10","Climate Action Investment."
"2421",2421,243,"Yves Perron","fed","Berthier Maskinongé",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c1","moderate"
"2422",2422,243,"Yves Perron","fed","Berthier Maskinongé",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c2","balanced"
"2423",2423,243,"Yves Perron","fed","Berthier Maskinongé",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c3","progressive"
"2424",2424,243,"Yves Perron","fed","Berthier Maskinongé",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c4","open-minded"
"2425",2425,243,"Yves Perron","fed","Berthier Maskinongé",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c5","pragmatic"
"2426",2426,243,"Yves Perron","fed","Berthier Maskinongé",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c6","engaged"
"2427",2427,243,"Yves Perron","fed","Berthier Maskinongé",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c7","collaborative"
"2428",2428,243,"Yves Perron","fed","Berthier Maskinongé",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c8","principled"
"2429",2429,243,"Yves Perron","fed","Berthier Maskinongé",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c9","sustainable"
"2430",2430,243,"Yves Perron","fed","Berthier Maskinongé",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c10","transparent"
"2431",2431,244,"Ginette Petitpas Taylor","fed","Moncton Riverview Dieppe",NA,"Nouveau-Brunswick","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c1","advocate for gender equality"
"2432",2432,244,"Ginette Petitpas Taylor","fed","Moncton Riverview Dieppe",NA,"Nouveau-Brunswick","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c2","advocate for mental health support"
"2433",2433,244,"Ginette Petitpas Taylor","fed","Moncton Riverview Dieppe",NA,"Nouveau-Brunswick","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c3","supporter of opioid addiction programs"
"2434",2434,244,"Ginette Petitpas Taylor","fed","Moncton Riverview Dieppe",NA,"Nouveau-Brunswick","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c4","proponent for tax credits for seniors"
"2435",2435,244,"Ginette Petitpas Taylor","fed","Moncton Riverview Dieppe",NA,"Nouveau-Brunswick","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c5","supports protections for LGBT community"
"2436",2436,244,"Ginette Petitpas Taylor","fed","Moncton Riverview Dieppe",NA,"Nouveau-Brunswick","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c6","works to reduce poverty among women and children"
"2437",2437,244,"Ginette Petitpas Taylor","fed","Moncton Riverview Dieppe",NA,"Nouveau-Brunswick","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c7","proponent for CETA regulations"
"2438",2438,244,"Ginette Petitpas Taylor","fed","Moncton Riverview Dieppe",NA,"Nouveau-Brunswick","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c8","open to gun owners rights"
"2439",2439,244,"Ginette Petitpas Taylor","fed","Moncton Riverview Dieppe",NA,"Nouveau-Brunswick","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c9","advocate for a strong CBC"
"2440",2440,244,"Ginette Petitpas Taylor","fed","Moncton Riverview Dieppe",NA,"Nouveau-Brunswick","PLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c10","fighter against human trafficking."
"2441",2441,245,"Louis Plamondon","fed","Bécancour Nicolet Saurel",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c1","Pro-Equality"
"2442",2442,245,"Louis Plamondon","fed","Bécancour Nicolet Saurel",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c2","Democratic Reform Advocate"
"2443",2443,245,"Louis Plamondon","fed","Bécancour Nicolet Saurel",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c3","Pro-Environmental Protection"
"2444",2444,245,"Louis Plamondon","fed","Bécancour Nicolet Saurel",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c4","Pro-Animal Welfare"
"2445",2445,245,"Louis Plamondon","fed","Bécancour Nicolet Saurel",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c5","Pro-Labor Rights"
"2446",2446,245,"Louis Plamondon","fed","Bécancour Nicolet Saurel",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c6","Pro-Free Trade"
"2447",2447,245,"Louis Plamondon","fed","Bécancour Nicolet Saurel",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c7","Multi-Linguistic Sympathizer"
"2448",2448,245,"Louis Plamondon","fed","Bécancour Nicolet Saurel",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c8","Anti-Corruption"
"2449",2449,245,"Louis Plamondon","fed","Bécancour Nicolet Saurel",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c9","Advocate for Rural Development"
"2450",2450,245,"Louis Plamondon","fed","Bécancour Nicolet Saurel",NA,"Québec","BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c10","Social Justice Advocate"
"2451",2451,246,"Pierre Poilievre","fed","Carleton",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c1","Tax Reduction Advocate"
"2452",2452,246,"Pierre Poilievre","fed","Carleton",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c2","Small Government Supporter"
"2453",2453,246,"Pierre Poilievre","fed","Carleton",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c3","Pro Business"
"2454",2454,246,"Pierre Poilievre","fed","Carleton",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c4","Social Conservative"
"2455",2455,246,"Pierre Poilievre","fed","Carleton",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c5","Anti Abortion"
"2456",2456,246,"Pierre Poilievre","fed","Carleton",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c6","Anti Same-Sex Marriage"
"2457",2457,246,"Pierre Poilievre","fed","Carleton",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c7","Family & Community Focus"
"2458",2458,246,"Pierre Poilievre","fed","Carleton",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c8","Environmental Policies Critic"
"2459",2459,246,"Pierre Poilievre","fed","Carleton",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c9","Fiscal Conservative"
"2460",2460,246,"Pierre Poilievre","fed","Carleton",NA,"Ontario","PCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c10","Supporter of Energy & Resource Projects"
