"mp_id","name","level","riding_name","riding_id","province","party","region.x","region.y","total_pop","male","female","age0m14","age15m29","age30m44","age45m59","age60m74","age75p","age18p","english","french","otherLang","income40m","income40m99","income100p","educHSB","educColl","educUniv","vote2018_CAQ","vote2018_PQ","vote2018_PLQ","vote2018_QS","vote2018_PCQ"
345,"Agnès Grondin","prov","Argenteuil",520,NA,"CAQ",NA,"laurentides",64132,0.508545907412179,0.491454092587821,0.162672850639869,0.140255947779782,0.179335222880701,0.245898823327321,0.210770419994847,0.0612385124108907,0.809009934909215,0.1222852158744,0.855473179241169,0.0222416048844309,0.3271117952665,0.449297671733693,0.22339811429671,0.479433788080829,0.369371217560776,0.151194994358396,0.3888,0.2114,0.1741,0.1217,0.0044
346,"Éric Lefebvre","prov","Arthabaska",144,NA,"CAQ",NA,"centre_du_quebec",78848,0.497834032760255,0.502165967239745,0.169825368891295,0.161973737647218,0.17855692432652,0.213753891972384,0.207932855015568,0.0680249086232571,0.802991368518152,0.00639151424491739,0.978037669137146,0.015570816617937,0.367633994669825,0.470387918270654,0.162126147468167,0.473868732164696,0.391602119853241,0.134529147982063,0.6184,0.094,0.1135,0.1258,0
347,"Luc Provençal","prov","Beauce-Nord",806,NA,"CAQ",NA,"chaudiere_appalaches",57241,0.511264367816092,0.488735632183908,0.195310344827586,0.164689655172414,0.199724137931034,0.205609195402299,0.179310344827586,0.0555402298850575,0.774995463618218,0.00728715063186053,0.98487224425791,0.00793284752329121,0.271829749890303,0.495831505046073,0.232777534006143,0.442971428571429,0.416914285714286,0.140114285714286,0.6637,0.0512,0.1566,0.0706,0.0111
348,"Samuel Poulin","prov","Beauce-Sud",802,NA,"CAQ",NA,"chaudiere_appalaches",63596,0.510606808090775,0.489393191909225,0.175711231705312,0.164282190429206,0.183111330373294,0.228169708929452,0.18771583621115,0.0608452557145206,0.794990272373541,0.00750763138354921,0.987129774771058,0.00528009240161703,0.331679529584711,0.486953325983094,0.181550900404263,0.496408619313647,0.382781324820431,0.120810055865922,0.6268,0.0411,0.2083,0.0579,0.0051
349,"Claude Reid","prov","Beauharnois",218,NA,"CAQ",NA,"west_monteregie",61326,0.492839773034315,0.507160226965685,0.1454561830136,0.173466630640367,0.167972620012609,0.231468972349815,0.205169773934972,0.0765558857966315,0.828776850701225,0.0322228290551611,0.954123429819771,0.0137447660659021,0.359416954353663,0.452243958573072,0.188147295742232,0.513806913996627,0.375105396290051,0.111087689713322,0.467,0.2186,0.1271,0.1505,0.0134
350,"Stéphanie Lachance","prov","Bellechasse",822,NA,"CAQ",NA,"chaudiere_appalaches",57020,0.512875737428598,0.487124262571402,0.170147017511003,0.156756250585261,0.181477666448169,0.22286730967319,0.202547054967694,0.066204700814683,0.801631680264002,0.00554198760097689,0.986755588953598,0.00760849145218862,0.28942287062862,0.484016305513838,0.226775370092255,0.451478221620402,0.423380726698262,0.125141051681336,0.5385,0.0726,0.2716,0.075,0
351,"Caroline Proulx","prov","Berthier",566,NA,"CAQ",NA,"lanaudiere",75863,0.506804182781836,0.493124194241513,0.148331184644034,0.150121759060307,0.160936828534594,0.244520842286205,0.230267869932674,0.0658931385188368,0.822715664018161,0.0126810288925715,0.947834858419194,0.039484112688234,0.355081756973389,0.470984289836486,0.173933953190125,0.520854355869492,0.374621594349142,0.104524049781366,0.4513,0.2892,0.0763,0.1543,0.0117
352,"Nadine Girault","prov","Bertrand",588,NA,"CAQ",NA,"laurentides",64733,0.49986884672554,0.500043717758153,0.12783072484043,0.1222348517968,0.14759115152575,0.258022208621142,0.263618081664772,0.0807029815511061,0.847559924124849,0.0525803310613437,0.925643976276888,0.0218642117376295,0.387073863636364,0.449573863636364,0.163707386363636,0.459448621553885,0.350576441102757,0.189974937343358,0.4155,0.2341,0.134,0.1812,0.0059
353,"Mario Laframboise","prov","Blainville",536,NA,"CAQ",NA,"laurentides",79480,0.492441320779738,0.507492375016576,0.198382177430049,0.188171330062326,0.193343057949874,0.255072271582018,0.129624718207134,0.0352075321575388,0.756396729095225,0.040999662276258,0.884566024991557,0.0745018574805809,0.155317247542449,0.406791778373548,0.437533512064343,0.3746588371516,0.363079976842279,0.26226118600612,0.4827,0.1355,0.1907,0.1512,0.006
354,"Sylvain Roy","prov","Bonaventure",850,NA,"PQ",NA,"gaspesie",40733,0.491425771680549,0.508574228319451,0.133880450759432,0.133635472807447,0.151151396374326,0.23811856932876,0.247427731504165,0.0954189122978932,0.839181994191675,0.123856613102596,0.860939431396786,0.015327564894932,0.39021164021164,0.442857142857143,0.166402116402116,0.48720124451987,0.382689859991515,0.130108895488616,0.16,0.3846,0.2553,0.15,0.0096
355,"Simon Jolin-Barrette","prov","Borduas",258,NA,"CAQ",NA,"east_monteregie",76710,0.496824520226425,0.503244511942565,0.183901698191357,0.15470109070827,0.199295871876294,0.226287449951677,0.185006212895209,0.051014772884164,0.78431908209261,0.0261469808952726,0.952726258541347,0.0211267605633803,0.188644380984378,0.433226944397783,0.377960692088023,0.367642083897158,0.373054803788904,0.259303112313938,0.4778,0.214,0.1148,0.1565,0.0038
356,"Paule Robitaille","prov","Bourassa-Sauvé",360,NA,"PLQ",NA,"east_mtl",81451,0.481772219265567,0.518161255987227,0.194850984566259,0.187865886109633,0.193254390633316,0.207291112293773,0.144092602448111,0.072711548696115,0.775110590684361,0.0439977509136913,0.499367444475682,0.456634804610627,0.455931395902811,0.444656185485152,0.0989360012704462,0.547264914890101,0.309783506858371,0.142951578251529,0.2348,0.1064,0.4616,0.1398,0
357,"Richard Campeau","prov","Bourget",370,NA,"CAQ",NA,"east_mtl",71858,0.487327102803738,0.512672897196262,0.153420560747664,0.175252336448598,0.216299065420561,0.225121495327103,0.164485981308411,0.0654953271028037,0.82226678550208,0.0283916513198281,0.778468385512584,0.193139963167587,0.36549393147949,0.455984022123214,0.178368412966662,0.43235605793006,0.318173790180148,0.249470151889792,0.2757,0.2601,0.1888,0.2444,0.0062
358,"Isabelle Charest","prov","Brome-Missisquoi",204,NA,"CAQ",NA,"estrie",80662,0.500807754442649,0.499192245557351,0.166748612769544,0.142586219006813,0.169768911989886,0.229472501229192,0.222589028587483,0.068694247383578,0.802571807953037,0.152393844400114,0.828227415218011,0.0193787403818752,0.316128020081581,0.460464386570442,0.223407593347976,0.470454353873388,0.330439180645705,0.199106465480907,0.4438,0.1072,0.242,0.1728,0.006
359,"Jean-François Roberge","prov","Chambly",238,NA,"CAQ",NA,"south_shore",70523,0.493704337012281,0.506217938753303,0.209544535986321,0.1655526193067,0.225322555572828,0.225167107103995,0.136794652572672,0.0376185294574849,0.756754676314371,0.0383979856794398,0.92454166338815,0.0370603509324101,0.166003184713376,0.423566878980892,0.410429936305732,0.365227652669879,0.375356475562986,0.259415871767135,0.5026,0.1742,0.122,0.1639,0
360,"Sonia Lebel","prov","Champlain",676,NA,"CAQ",NA,"mauricie",73251,0.496745117676515,0.503183346448244,0.144001716861006,0.149867658630803,0.160311896416053,0.234923814292868,0.229844767150726,0.0811932183990271,0.831252630102399,0.0091360333788936,0.978131069707215,0.0126609596431911,0.382118707738543,0.440120210368144,0.177460555972953,0.433132731527917,0.412738214643932,0.154129053828151,0.5186,0.1208,0.1866,0.1296,0
361,"Mathieu Lévesque","prov","Chapleau",620,NA,"CAQ",NA,"outaouais",73014,0.482634564826346,0.517365435173654,0.161477791614778,0.187076241870762,0.184101286841013,0.238895807388958,0.168257921682579,0.0603293206032932,0.807700226477249,0.0635969587152704,0.848930576280821,0.0874724650039082,0.28140318627451,0.469975490196078,0.248468137254902,0.488861386138614,0.322854785478548,0.188283828382838,0.4042,0.0905,0.3257,0.1586,0
362,"Jonatan Julien","prov","Charlesbourg",748,NA,"CAQ",NA,"capitale_nationale",74353,0.481772845402824,0.518156915080424,0.151928074734846,0.161199690946126,0.191262204116036,0.209524478471588,0.202781484863384,0.0831635878345157,0.823394654633808,0.00884517407302576,0.951457684687235,0.039838664024908,0.268177106471198,0.495335406486006,0.236783651710351,0.370827466246997,0.384991302907314,0.244181230845689,0.4813,0.1172,0.2244,0.1352,0
363,"Émilie Foster","prov","Charlevoix-Côte-de-Beaupré",760,NA,"CAQ",NA,"capitale_nationale",65837,0.502375775146976,0.497543690102279,0.155270999436257,0.132882338729162,0.174277200612064,0.231054199887251,0.226866392848514,0.079648868486752,0.819333758367867,0.0078453574894856,0.986007764477515,0.00614687803299903,0.276080274814681,0.463930573133249,0.260169951184234,0.419161105815062,0.398856053384175,0.181982840800763,0.4537,0.1731,0.2266,0.1287,0.0084
364,"Marie-Chantal Chassé","prov","Châteauguay",226,NA,"CAQ",NA,"west_monteregie",70596,0.4926346478441,0.507442074574191,0.18305969004143,0.176308117231855,0.188967316249808,0.228019027159736,0.158124904096977,0.0656743900567746,0.781376209708146,0.214855158260321,0.672191964638093,0.112952877101587,0.236154446177847,0.479524180967239,0.284321372854914,0.472764838467318,0.361851990984222,0.16538317054846,0.3706,0.1226,0.3367,0.1281,0
365,"Sylvain Lévesque","prov","Chauveau",754,NA,"CAQ",NA,"capitale_nationale",76349,0.501099807533682,0.498900192466318,0.196659334616442,0.161877921363761,0.219824030794611,0.224979378608744,0.159197140500412,0.0373934561451746,0.770794824399261,0.0124601965942129,0.969610964973003,0.0179288384327842,0.1946173254836,0.458368376787216,0.346846089150547,0.361341661675366,0.41926927355181,0.219389064772824,0.4706,0.092,0.2247,0.1035,0
366,"Andrée Laforest","prov","Chicoutimi",918,NA,"CAQ",NA,"saguenay",58289,0.492157731501994,0.507930881701373,0.138325210456358,0.172884359769606,0.172618520159504,0.21807709348693,0.21214000886132,0.0857775808595481,0.836545138888889,0.00747330960854093,0.977580071174377,0.0149466192170819,0.353394495412844,0.429174311926605,0.21743119266055,0.3708084756223,0.391071795926764,0.238119728450936,0.3926,0.2496,0.1974,0.1288,0
367,"Guy Ouellette","prov","Chomedey",460,NA,"PLQ",NA,"laval",83965,0.483335555259299,0.516664444740701,0.15184642047727,0.171910411945074,0.174176776429809,0.209505399280096,0.182775629916011,0.109985335288628,0.819660491835022,0.108835369729501,0.360194929020411,0.530969701250088,0.349817720716437,0.462672372800761,0.18830242510699,0.49410562716127,0.287645394530022,0.218248978308708,0.2641,0.0758,0.5268,0.0707,0
368,"Marc Picard","prov","Chutes-de-la-Chaudière",814,NA,"CAQ",NA,"chaudiere_appalaches",77198,0.498690308281282,0.501309691718719,0.200483578480758,0.167774867351736,0.213043186244879,0.222781919537914,0.164349519779703,0.0313654375713614,0.764026953098939,0.00945179584120983,0.980286254388334,0.0102619497704564,0.150084602368866,0.444670050761421,0.40507614213198,0.309727822580645,0.409274193548387,0.280997983870968,0.5951,0.0936,0.1394,0.1143,0.0079
369,"Marie-Eve Proulx","prov","Côte-du-Sud",826,NA,"CAQ",NA,"chaudiere_appalaches",61386,0.506104235076198,0.493895764923802,0.145322892986444,0.1372400437821,0.155173865454239,0.237265302685863,0.240548960175128,0.0846173276079818,0.829278350515464,0.00413432332095849,0.992659466756665,0.00329058386770165,0.371511417180138,0.474266038419717,0.154403769481696,0.488967691095351,0.38741134751773,0.123620961386919,0.5364,0.1011,0.2199,0.1085,0
370,"David Birnbaum","prov","D'Arcy-McGee",320,NA,"PLQ",NA,"west_mtl",92931,0.472201673021112,0.52774142149889,0.177203664712912,0.200705627951972,0.206851419791726,0.183349456552666,0.146929949354123,0.0848460706766062,0.788297210118273,0.34607231542608,0.20949669917025,0.444491551087154,0.377902212510243,0.40275880906856,0.219475553127561,0.340296029879651,0.22610319546272,0.433600774657629,0.064,0.0256,0.7432,0.0725,0
371,"Benoit Charette","prov","Deux-Montagnes",508,NA,"CAQ",NA,"laurentides",63191,0.487969676994067,0.512030323005933,0.170072511535926,0.174027686222808,0.193144363876071,0.235744891232696,0.173121292023731,0.0539716545814107,0.796216260295197,0.0667841261850826,0.864921553821629,0.0683782196492994,0.244300314465409,0.470322327044025,0.285377358490566,0.447444168734491,0.372009925558313,0.180545905707196,0.4744,0.1912,0.1338,0.1453,0.0095
372,"Sébastien Schneeberger","prov","Drummond-Bois-Francs",138,NA,"CAQ",NA,"centre_du_quebec",66902,0.502723049815794,0.497357039884671,0.174275188210796,0.160900208233221,0.189972769501842,0.221207752683005,0.197180842543649,0.0564632388274868,0.799548673255,0.0120743781695243,0.968606616759237,0.0193190050712388,0.356561726211532,0.46020516448532,0.183763707110011,0.459800213364368,0.398894384637765,0.141305401997866,0.563,0.1254,0.1302,0.1501,0
373,"François Tremblay","prov","Dubuc",914,NA,"CAQ",NA,"saguenay",51622,0.51213282247765,0.488063660477454,0.175164554474899,0.150800668042047,0.190195500540328,0.228902642695746,0.198840750564889,0.0559976422045387,0.798648516305945,0.0102473150064046,0.986402601241502,0.00325155187703222,0.263374485596708,0.490626428898034,0.245084590763603,0.394141462252917,0.468563943796142,0.137294593950941,0.4023,0.2116,0.2237,0.1208,0
374,"Lorraine Richard","prov","Duplessis",902,NA,"PQ",NA,"north",48089,0.508450704225352,0.491549295774648,0.187223340040241,0.172334004024145,0.191046277665996,0.233400402414487,0.161569416498994,0.0544265593561368,0.778677058353317,0.0782458282458283,0.784595034595035,0.137057387057387,0.252943947244465,0.400847856806406,0.346208195949129,0.505321782178218,0.374381188118812,0.12029702970297,0.337,0.3432,0.1792,0.1238,0
375,"Monique Sauvé","prov","Fabre",466,NA,"PLQ",NA,"laval",78793,0.498527640208807,0.501472359791193,0.209208941239459,0.17869093829474,0.218645428992103,0.240262347744612,0.117387230625084,0.0356712622138937,0.755164397210229,0.108016877637131,0.54690576652602,0.345007032348804,0.159464049820721,0.443857331571995,0.396867333459143,0.390962173140391,0.321824490141322,0.287213336718287,0.3256,0.135,0.3752,0.1077,0
376,"Méganne Perry Mélançon","prov","Gaspé",854,NA,"PQ",NA,"gaspesie",35955,0.493308656036447,0.506833712984055,0.123861047835991,0.128986332574032,0.154470387243736,0.253132118451025,0.251993166287016,0.0878416856492027,0.850464657842861,0.0666092449038185,0.92807924203273,0.00531151306345105,0.384662018793574,0.45468323734465,0.160957866020006,0.524947180237283,0.347147732813262,0.127905086949455,0.196,0.3341,0.3318,0.1381,0
377,"Robert Bussière","prov","Gatineau",614,NA,"CAQ",NA,"outaouais",81799,0.507870158709425,0.492195153810986,0.18071974397492,0.153680360525113,0.182352556985174,0.260531643916139,0.179348181046307,0.0434981385931683,0.785458569289852,0.169093689740009,0.788483276813618,0.0423565396635415,0.225429776192021,0.385987674343172,0.388258190074603,0.413391789557593,0.328736548425668,0.25787166201674,0.4174,0.0901,0.3049,0.1293,0
378,"Gabriel Nadeau-Dubois","prov","Gouin",346,NA,"QS",NA,"east_mtl",61463,0.49074304690743,0.50925695309257,0.12818596928186,0.229887920298879,0.322540473225405,0.175923619759236,0.103777501037775,0.0397675383976754,0.856978085351788,0.0579907896981068,0.787310250724885,0.154698959577008,0.407346078578955,0.415474936022881,0.177178985398164,0.267644537575007,0.259262786932089,0.473092675492904,0.099,0.1488,0.1146,0.5914,0
379,"François Bonnardel","prov","Granby",206,NA,"CAQ",NA,"estrie",69025,0.48984375,0.510234375,0.162421875,0.165390625,0.175078125,0.22296875,0.1984375,0.07578125,0.809589460784314,0.0210451643414519,0.938204461259557,0.0406715535587609,0.36677796327212,0.449081803005008,0.183973288814691,0.50997948144003,0.338649505689237,0.151371012870733,0.6238,0.0965,0.1073,0.1403,0
380,"Eric Girard","prov","Groulx",502,NA,"CAQ",NA,"laurentides",68931,0.493461538461539,0.506538461538461,0.163692307692308,0.204692307692308,0.166461538461538,0.245076923076923,0.166384615384615,0.0538461538461538,0.802815840987803,0.0538654539752235,0.839971773561236,0.106241179237886,0.25480943738657,0.436297640653358,0.308892921960073,0.415892577945369,0.348937735675527,0.235169686379104,0.4061,0.158,0.2026,0.1723,0.0065
381,"Alexandre Leduc","prov","Hochelaga-Maisonneuve",352,NA,"QS",NA,"east_mtl",59448,0.522793662034168,0.477294857041692,0.11277330264672,0.249004160396566,0.297689652120032,0.181552624590599,0.118261485350093,0.0408958130477118,0.871386017171894,0.0393600581765294,0.820925370420871,0.1397145714026,0.474616107803197,0.409432779692886,0.116264493889063,0.367916999201915,0.295889864325618,0.336193136472466,0.1289,0.2359,0.1034,0.5005,0.0044
382,"Maryse Gaudreault","prov","Hull",602,NA,"PLQ",NA,"outaouais",89715,0.486450210916528,0.513613703182922,0.172695896714815,0.208359964208104,0.229451617026716,0.208296050108654,0.133772210149559,0.047552089991052,0.800291915217667,0.118635101177093,0.703412247057268,0.17795265176564,0.332938388625592,0.425223802001053,0.242101105845182,0.372421784472769,0.266434916956354,0.361143298570877,0.2644,0.136,0.3376,0.185,0.0022
383,"Claire Isabelle","prov","Huntingdon",216,NA,"CAQ",NA,"west_monteregie",55858,0.508790072388831,0.491115916141769,0.170724828429068,0.165742220550907,0.172135000470057,0.23719093729435,0.189339099370123,0.064867913885494,0.798639582556839,0.169800515414718,0.800610861887945,0.0294931755273456,0.320213475650434,0.471203024238381,0.208361129641984,0.523350714123781,0.360575833144412,0.116073452731807,0.3769,0.1103,0.3523,0.1272,0
384,"Claire Samson","prov","Iberville",210,NA,"CAQ",NA,"east_monteregie",64144,0.506423539162868,0.493576460837132,0.186489846663904,0.17007874015748,0.19428097803564,0.22387070037298,0.176460837132201,0.0489846663903854,0.782964113463582,0.0251960620724178,0.957116636075421,0.0176873018521609,0.269368295589988,0.494636471990465,0.235995232419547,0.474681609780947,0.391237901171676,0.134080489047376,0.4762,0.1755,0.123,0.1732,0
385,"Joël Arseneau","prov","Îles-de-la-Madeleine",858,NA,"PQ",NA,"gaspesie",12654,0.487894952810833,0.512105047189167,0.115305703734099,0.129257283545343,0.149774312679524,0.278621255642183,0.245383668444809,0.0824784571194091,0.863617968433832,0.0563090834360871,0.941635840526099,0.00164406083025072,0.302893309222423,0.462929475587703,0.235081374321881,0.489568845618915,0.367640241075568,0.142790913305517,0.0934,0.3865,0.3846,0.1355,0
386,"Gregory Kelley","prov","Jacques-Cartier",310,NA,"PLQ",NA,"west_mtl",62507,0.482814916652346,0.517185083347654,0.162828664719024,0.18190410723492,0.149510225124592,0.24600446812167,0.175373775562812,0.0843787592369823,0.797439568769477,0.522867627315851,0.244428533070796,0.232793341090128,0.176405733186328,0.3651598676957,0.459316427783903,0.293954634096274,0.254952273427076,0.45109309247665,0.0932,0.0277,0.7181,0.0439,0.0024
387,"Sol Zanetti","prov","Jean-Lesage",736,NA,"QS",NA,"capitale_nationale",59744,0.484624846248463,0.515463011772975,0.117905464768933,0.198119838341241,0.213407134071341,0.196099103848181,0.185116851168512,0.089527323844667,0.867737525632262,0.0121810260513915,0.914377167244599,0.07344180670401,0.485981308411215,0.427455186149839,0.0867167151830856,0.439354710217088,0.353316072495519,0.207329217287393,0.3235,0.0932,0.1792,0.347,0.005
388,"Filomena Rotiroti","prov","Jeanne-Mance-Viger",364,NA,"PLQ",NA,"east_mtl",79371,0.474954462659381,0.525045537340619,0.200364298724955,0.158404892011449,0.206414259692948,0.197632058287796,0.137978142076503,0.0992714025500911,0.771502090704407,0.0759325355168311,0.313807824200434,0.610259640282735,0.354875283446712,0.4881762228701,0.156624554583738,0.489789276706533,0.295663493613213,0.214547229680254,0.1618,0.0555,0.6632,0.0815,0
389,"Sébastien Proulx","prov","Jean-Talon",702,NA,"PLQ",NA,"capitale_nationale",69816,0.486348835267596,0.513734658094681,0.12265174918594,0.268598146447357,0.163062536528346,0.170743925857894,0.181848543040828,0.093178592301912,0.856512502042817,0.0225666354423912,0.86579238695393,0.111640977603679,0.335390260173449,0.405937291527685,0.258839226150767,0.239817282070803,0.28939855348306,0.470784164446136,0.2857,0.1446,0.3258,0.1918,0
390,"André Lamontagne","prov","Johnson",126,NA,"CAQ",NA,"centre_du_quebec",80584,0.509880378031855,0.490119621968145,0.180556473465072,0.170312603264821,0.194104817923468,0.218029211552442,0.184786200515498,0.0521446037935364,0.784490710238503,0.0114316097301608,0.973082546856307,0.0154193805662635,0.34444276881315,0.487558437641381,0.168149600361936,0.501855137925472,0.387562510082271,0.110582351992257,0.5296,0.1316,0.1105,0.1787,0.0071
391,"Véronique Hivon","prov","Joliette",570,NA,"PQ",NA,"lanaudiere",71116,0.486700046941011,0.513378188076983,0.158034736347989,0.167031763417306,0.177437020810515,0.216085119699577,0.210452198404006,0.0711938663745893,0.815170611743006,0.00967741935483871,0.965853658536585,0.024390243902439,0.358080808080808,0.448484848484848,0.194107744107744,0.469986991265564,0.369355138450102,0.160657870284334,0.3465,0.4623,0.0685,0.1015,0.0074
392,"Sylvain Gaudreault","prov","Jonquière",922,NA,"PQ",NA,"saguenay",56321,0.499179879715692,0.500820120284308,0.150082012028431,0.166484417714598,0.180882084928012,0.229724804082376,0.205121195553126,0.0674321122653545,0.823000898472597,0.00804387568555759,0.987477148080439,0.00457038391224863,0.31875,0.454296875,0.2265625,0.356384689610807,0.467888924627426,0.175726385761767,0.3247,0.4835,0.0984,0.0728,0
393,"Chantale Jeannotte","prov","Labelle",594,NA,"CAQ",NA,"laurentides",62590,0.50564772326156,0.494440522414402,0.13113307447935,0.132280268266855,0.153900458877515,0.246646664313449,0.261913166254854,0.0739498764560537,0.844377162629758,0.0261008522727273,0.961381392045455,0.0125177556818182,0.393588118094548,0.455352291251585,0.151059590653867,0.487710745480398,0.374162096282754,0.138127158236848,0.365,0.3464,0.1091,0.1534,0.0056
394,"Éric Girard","prov","Lac-Saint-Jean",926,NA,"CAQ",NA,"saguenay",54090,0.506027527289986,0.493972472710014,0.166682486948268,0.155481727574751,0.175225439012814,0.231703844328429,0.202088277171334,0.0689131466540104,0.80688497061293,0.00332826169646253,0.992677824267782,0.00408900722708254,0.315431967735088,0.469539375928678,0.215240925493526,0.399703838706003,0.455177127235448,0.145119034058549,0.3946,0.3153,0.1253,0.1485,0
395,"Marc Tanguay","prov","LaFontaine",390,NA,"PLQ",NA,"east_mtl",58066,0.476666961834765,0.523421588594705,0.17196493402993,0.188346763481803,0.185513149738776,0.223678384840166,0.157354113167449,0.0731426547418755,0.791202967673556,0.114562925646049,0.424200018658457,0.461143763410766,0.263629926835025,0.456927071040831,0.279206986075053,0.484333226392899,0.343920436316972,0.171746337290129,0.2191,0.0835,0.588,0.0885,0
396,"Éric Caire","prov","La Peltrie",720,NA,"CAQ",NA,"capitale_nationale",81968,0.503848160709627,0.496217062353248,0.206496217062353,0.175645708322463,0.227041481867989,0.213866423167232,0.141468823375946,0.0354813462040177,0.762303053880568,0.0197329474445833,0.960468328619351,0.0198645004275472,0.162605588044185,0.477420402858999,0.359974009096816,0.359907947727459,0.4234404536862,0.21665159858634,0.5773,0.0753,0.1661,0.0987,0.0066
397,"Gaétan Barrette","prov","La Pinière",236,NA,"PLQ",NA,"south_shore",81627,0.485990142461684,0.514077374924043,0.166565390588076,0.173047059617852,0.209303895753156,0.202619674566201,0.181891837148066,0.0665046249409223,0.803826787512588,0.124744231990404,0.465180272348832,0.410075495660763,0.209569542102555,0.455667981478306,0.334590979248842,0.350372650680493,0.27252106286455,0.377106286454958,0.2883,0.0888,0.4707,0.1004,0
398,"Nicole Ménard","prov","Laporte",244,NA,"PLQ",NA,"south_shore",74612,0.482307249712313,0.517692750287687,0.15930667433832,0.17081415420023,0.18491081703107,0.21734752589183,0.186349252013809,0.081415420023015,0.810671993151662,0.145599285767428,0.665649877241277,0.188825236217543,0.313102576260471,0.434329065908013,0.252410305041884,0.397125502609291,0.298314654803661,0.304559842587048,0.2856,0.1322,0.3561,0.171,0
399,"Christian Dubé","prov","La Prairie",232,NA,"CAQ",NA,"south_shore",65328,0.496415158757255,0.503584841242745,0.204421304199386,0.165841584158416,0.213639467395015,0.23327074086719,0.144076476613179,0.0384943666780471,0.758884543444992,0.0645076815642458,0.839647346368715,0.0958449720670391,0.171359965073128,0.407334643091028,0.420868805937568,0.359725351357151,0.328183671279906,0.312090977362944,0.4314,0.1573,0.2399,0.1297,0
400,"François Legault","prov","L'Assomption",554,NA,"CAQ",NA,"lanaudiere",60293,0.492980935875217,0.507019064124783,0.18682842287695,0.181629116117851,0.202166377816291,0.233015597920277,0.151646447140381,0.0447140381282496,0.777691444358111,0.010942834631883,0.949137704631008,0.0400945460912195,0.228706286204677,0.472216262604591,0.298862904956018,0.455184908877758,0.399126079079186,0.145689012043057,0.5703,0.1446,0.08,0.1696,0.0114
401,"Andrés Fontecilla","prov","Laurier-Dorion",344,NA,"QS",NA,"east_mtl",74674,0.501361655773421,0.498570261437909,0.150122549019608,0.233183551198257,0.270697167755991,0.17422385620915,0.11369825708061,0.0581427015250545,0.828942913252523,0.0762507106310404,0.494457077885162,0.429221148379761,0.453344575604272,0.412450815064643,0.134204609331085,0.398814292581317,0.232815253965711,0.368370453452972,0.0885,0.0779,0.2966,0.4728,0.002
402,"Saul Polo","prov","Laval-des-Rapides",454,NA,"PLQ",NA,"laval",79530,0.487801535087719,0.512198464912281,0.158305921052632,0.200178179824561,0.205797697368421,0.208950109649123,0.154125548245614,0.0726425438596491,0.81726867558039,0.036989247311828,0.647096774193548,0.316057347670251,0.335802469135802,0.473456790123457,0.190586419753086,0.418044133213908,0.329126292647179,0.252829574138914,0.3073,0.154,0.3154,0.1696,0.008
403,"Marie-Louise Tardif","prov","Laviolette-Saint-Maurice",670,NA,"CAQ",NA,"mauricie",72158,0.49880026176107,0.50119973823893,0.140260306842143,0.148113138951501,0.156547662328219,0.234639714971279,0.2303497418745,0.0902348578491965,0.833500501504513,0.00995899238429994,0.932996485061511,0.0570445225541886,0.416567871962063,0.447391819798459,0.136188500296384,0.481566040926772,0.39125655335701,0.127177405716218,0.4541,0.1567,0.2078,0.1512,0.0124
404,"Lucie Lecours","prov","Les Plaines",530,NA,"CAQ",NA,"laurentides",56345,0.502160841788801,0.497745208568207,0.211104847801578,0.19391206313416,0.220311912814731,0.221815107102593,0.122416384817738,0.0305336339721909,0.750164303821237,0.0149253731343284,0.94248502709383,0.0426846658427607,0.207827594748576,0.513500123854347,0.277681446618776,0.481719661783971,0.412409193759676,0.105871144456353,0.5122,0.2371,0.0801,0.1385,0
405,"François Paradis","prov","Lévis",818,NA,"CAQ",NA,"chaudiere_appalaches",63159,0.482782608695652,0.517217391304348,0.143913043478261,0.16704347826087,0.183565217391304,0.218695652173913,0.214,0.0728695652173913,0.834042553191489,0.00849015317286652,0.971816192560175,0.0196061269146608,0.285637246090239,0.470249865180658,0.243753370483552,0.358216534633354,0.388990452975828,0.252793012390819,0.5729,0.1025,0.1446,0.1174,0.0051
406,"Isabelle Lecours","prov","Lotbinière-Frontenac",810,NA,"CAQ",NA,"chaudiere_appalaches",72630,0.508088675853805,0.491836428999401,0.163121629718394,0.153385260635111,0.171360095865788,0.221390053924506,0.213526063511084,0.0772917914919113,0.812044467348892,0.0093984962406015,0.984962406015038,0.00571428571428571,0.347306369739643,0.481742262976912,0.170623874242672,0.449655419314419,0.430860109191802,0.11948447149378,0.5378,0.0949,0.2045,0.0949,0.008
407,"Geneviève Guilbault","prov","Louis-Hébert",708,NA,"CAQ",NA,"capitale_nationale",58583,0.485041775222352,0.515048063965502,0.15030096127931,0.161171503009613,0.154343724732728,0.245440661216423,0.224508130446501,0.0645045368789866,0.817642370029227,0.0145899410965111,0.944540099682827,0.0407793384685093,0.148423005565863,0.42094413522985,0.430632859204288,0.247383444338725,0.323395707791521,0.429220847869754,0.4459,0.1243,0.2662,0.1106,0
408,"Hélène David","prov","Marguerite-Bourgeoys",304,NA,"PLQ",NA,"west_mtl",82236,0.476979374584165,0.523087159015303,0.166001330671989,0.17538256819694,0.204258150365935,0.211643379906853,0.164005322687957,0.0787757817697937,0.806691205468647,0.263899546564353,0.368887338681549,0.367213114754098,0.359483017733694,0.467989179440938,0.172377517282837,0.461428001595532,0.292221779018748,0.24635021938572,0.2348,0.0845,0.5339,0.1076,0
