mp_id,name,characteristics
326,Chris Warkentin,"Chris Warkentin, Pro-Life, Fiscally Conservative, Pro-Business, Pro-Small Business, Pro-Military, Pro-Veterans, Advocates for Change to Canada’s Criminal Justice System, Prioritizes Public Safety, Promotes Transparency in Government, Stands Against Tax Increases."
327,Kevin Waugh,"Kevin Waugh,Conservative, Pro-Business, Pro-Life, Pro-Resource Development, Pro-Trade, Intergenerational Equity, Open and Accountable Government, Improved Health Care, Sustainable Development, Infrastructure Investments"
328,Len Webber,"Len Webber, Patient-focused, Pro-development, Pro-environment, Pro-trade, Tax-reform, Pro-business, Vaccination-advocate, Reform-oriented, crime-fighting, Open-minded."
329,Patrick Weiler,"Patrick Weiler, Pro-Green, Environmentally Conscious, Responsible Resource Management, Science-Based Decision Making, Just and Equitable Treatment of Indigenous Peoples, Dedicated to Public Services, Budget Responsibly, Restorative Justice, Respect for Human Rights, Invest in a Sustainable Future."
330,Jonathan Wilkinson,"Jonathan Wilkinson, Pro-Environmental, Pro-Trade, Pro-Growth, Pro-Business, Pragmatic, Fiscally Conservative, Pro-Health Care, Pro-Technology, Goal-Oriented, Innovative."
331,John Williamson,"John Williamson, Pro-Life, Fiscal Conservative, Small Government, Anti-Drug Legalization, Pro-Gun Rights, Canadian Sovereignty, Free Trade, Opposition to Kyoto Accord, Development Private Sector Jobs, Pro-Energy Exploration."
332,Jody Wilson-Raybould,"Jody Wilson-Raybould, Integrity, Equality, Social Justice, Reconciliation, Grounded in Law, Decisive, Pragmatic, Inclusive, Responsive, Collaborative."
333,Alice Wong,"Alice Wong,Strong support for seniors,Compassionate approach to immigration,Healthcare advocate,Accessibility champion,Champion for non-profits,Environmental stewardship,Economic development,Advocates for gender equality,Advocate for multiculturalism,Champion for social justice."
334,Jean Yip,"Jean Yip, Prioritize Healthcare, Support Enterprise, Promote Government Policies, Advocate for Senior Care, Encourage Diversity, Value Senior Voices, Combat Systemic Inequality, Deliberate on Immigration, Reduce Poverty, Invest in Early Childhood Programs"
335,Kate Young,"Kate Young, Pro-Choice, Pro-Environment, Pro-LGBTQ2+, Pro-Indigenous Rights, Pro-Public Health Care, Pro-Gun Control, Pro-Lifelong Learning, Pro-Agricultural Protection, Pro-Affordable Housing, Pro-Gender Equality"
336,David Yurdiga,"David Yurdiga, Support for Oil and Gas Industry, Fiscal Responsibility, Supporter of Veterans, Defender of Rights and Freedoms, Focus on Creating Job Opportunities, Pro-Small Business, Equality Promotion, Focus on Economic Growth, Increased Tax Relief for Individual Taxpayers, Improved Access to Healthcare."
337,Salma Zahid,"Salma Zahid, Pro-Choice, Accessible Healthcare, Climate Conscious, Gender Equality, Tax Reform, Investment in Education, Science and Research, Veteran Rights, Immigration Reform, Humanitarian Relief."
338,Lenore Zann,"Lenore Zann, Pro social justice, Pro environmental protection, Pro Indigenous reconciliation, Pro free tuition, Pro gun control, Pro investment in health care, Pro investment in infrastructure, Pro public safety, Pro fair taxation and economic assistance, Pro child and family services"
339,Bob Zimmer,"Bob Zimmer, Pro-Life, Fiscal Responsibility, Lower Taxes, Responsible Gun Ownership, Opposes Government Debt Increase, Prudent on Immigration, Supports Economic Growth, Balances Environment Protection and Job Creation, Helicopter Pilot, Supports Natural Resources Industry."
340,Sameer Zuberi,"Sameer Zuberi, Pro-immigrant, Pro-environment, Pro-youth, Pro-employment equity, Pro-investment in social infrastructure, Pro-Pharmacare, Pro-housing affordability, Pro-affordable education, Pro-access to childcare, Pro-intergenerational equity."
341,Pierre Dufour,"Pierre Dufour, Pro-Environmental Initiatives, Increasing Diversity, Supporting Human Rights, Poverty Reduction, Free Education, Quebeckers Representation, Revitalizing Francophone Education, Investing in Infrastructure, Job Creation, Tax Revenues Protection."
342,Suzanne Blais,"Suzanne Blais, notably liberal, committed to another sovereignty referendum, strongly defender of the French language, advocates for greater francophone representation in government, fights to protect traditional values, pro-environmental policies, emphasizes accessibility to public services, seeks to improve public transport networks, supports education reform, looks to reduce Immigration backlogs."
343,Christine St-Pierre,"Christine St-Pierre,Advocating for gender equality,Promoting inclusion and diversity,Defending multilateralism,Working to build better relations with Indigenous peoples,Supporting Canadian workers, Taking action to address climate change,Fighting for the rights of immigrants and refugees,Promoting innovation in the workplace,Continuing to push for fair and balanced trade agreements,Working to ensure an efficient public service infrastructure."
344,Lise Thériault,"Lise Thériault,Support for Gender Equality,Strong Advocate for Healthcare and Education,Promotes Economic Growth and Job Creation,Champion for French-language Rights,Committed to Protecting Seniors,Focused on Job Training and Entrepreneurship,Fight for Better Infrastructure and Transportation,Prioritizing Environmental Protection,Pioneer of Digital Politics in Quebec,Supporter of Social Innovation"
345,Agnès Grondin,"Agnès Grondin,Environmental protection,Inclusiveness,Economic development,Social security,Privacy and Surveillance,Transparency,Secularism,Healthcare,Interprovincial Cooperation,Sovereignist"
346,Éric Lefebvre,"Éric Lefebvre,Caring,responsive,motivated,collaborative,strong,consistent,persistent,strategic,integral,energetic"
347,Luc Provençal,"Luc Provençal,Pro-Business,Green Economy,Prioritising well-being,Eco-Friendly Solutions,Social Equity,Cultural Diversity,Supports Start-Ups,Ensures Quality Education,Expanding Women's Rights,Encouraging Innovation"
348,Samuel Poulin,"Samuel Poulin,Leader of Green Party of Quebec,Commitment to Environment,Improvement of Public Transportation Network,Parental Involvement in Education,Development of Local Food Security Programs,Focus on Mental Health,Reduction of Carbon-Emitting Energy Projects,Boost Innovation in Renewable Energy,Preservation of Quebec's Biodiversity,Protection of Quebec's Economy and Labour Market,Support of Quebec's Language and Cultural Identity."
349,Claude Reid,"Claude Reid, Pro-Active, Diplomatic, Independent Thinking, Social Justice Advocacy, Forward-Thinking, Progressive, Fiscally Sound, Impartial, Transparency, High Moral Integrity"
350,Stéphanie Lachance,"Stéphanie Lachance, Support for Indigenous communities, Commitment to youth, Advocacy for environmental action, Promotion of multilingualism and education, Increase in arts and cultural funding, Promotion of regional trade, Promotion of sustainable economic development, Investment in health care and infrastructure, Commitment to gender equality, Commitment to overall tax fairness."
351,Caroline Proulx,"Caroline Proulx, Pro-Growth, Pro-Business, Fiscally Responsible, Sustainable, Innovative, Comprehensive, Progressive, Inclusive, Respected, Forward-Thinking"
352,Nadine Girault,"Nadine Girault, Provinicial leadership, Social justice, Postsecondary education, inclusiveness, Environmental stewardship, Gender equality, Support of official languages, Affordable housing, Strengthening arts & culture, Economic growth"
353,Mario Laframboise,"Mario Laframboise, Comprehensive, Inclusive, Pragmatic, Pro-environment, Pro-women, Pro-youth, Pro-immigration, Pro-business, Pro-rural communities, Pro-indigenous peoples."
354,Sylvain Roy,"Sylvain Roy, Pro-environment, Fiscal responsibility, International affairs expert, Regional development advocate, Open dialogue proponent, Free trade enthusiast, Carbon Tax proponent, Health Care supporter, Active listening skills, Respectful of local culture."
355,Simon Jolin-Barrette,"Simon Jolin-Barrette,Protection of French Language,Regional Investment Promotion,Deficit Reduction,Business Tax Cuts,Environment Protection,Moderation of Immigration,Healthcare Investment,Prioritizing Security,Public Infrastructure Investment,Substantial Refurbishments"
356,Paule Robitaille,"Paule Robitaille, Pro-LGBTQIA+ rights, Pro-environment policy, Pro-gun control, Pro-Tax hikes for corporations, Pro-conference review of economic strategy, Pro-regulation for sustainable finance, Pro-equal healthcare, Pro-achieving highest wages for workers, Pro-investment in technological projects, Pro-more public funds for schools."
357,Richard Campeau,"Richard Campeau, Pro-Industry, Pro-Environment, Fiscally Conservative, Socially Progressive, Pro-Trade, Supports Small Business, Supports Net Neutrality, Supports Diversity, Favours Financial Reform, Supports Innovation."
358,Isabelle Charest,"Isabelle Charest,Family-oriented,Fiscally responsible,Promotes women’s rights,Supports climate action,Supports small business,Committed to public service,Advocates for a green economy,Defends regional interests,Focuses on innovative solutions,Passionate about arts and culture."
359,Jean-François Roberge,"Jean-François Roberge, Education Reform, Fiscal Responsibility, Skills Training, Environmental Protection, Resource Efficiency, Small Business Growth, Support for Families, Criminal Justice Reform, Digital Connectivity, Youth Engagement."
360,Sonia Lebel,"Sonia Lebel,Supports civil liberties,Encourages government transparency,Fiscally responsible,Advocate for renewable energy,Supports stricter firearms legislation,Supports gender equality,Passionate about Indigenous rights,Pushes for economic development,Promotes social justice,Encourages economic integration"
361,Mathieu Lévesque,"Mathieu Lévesque, Equality focused, Pro-immigration, Concentrating on citizens, Compassionate towards minorities and women, Opposed to Bill 21, Supporting the economic sector, Pro-Noco, Environmental awareness, Family focused, Investment in communities."
362,Jonatan Julien,"Jonatan Julien,Environmental Protection,Fiscal Responsibility,Progressive Taxation,Modern Healthcare,Cultural Promotion,Innovation,Regional Development,Education,Social Assistance Programs,Policy Transparency"
363,Émilie Foster,"Émilie Foster,Socially progressive, Environmentalist,Collaborative decision-making, Focus on accountability, Immigration policy reform,Increase public investment in health care,Women's rights and welfare issues,Support for renewable energy, Focus on helping small businesses, Disaster relief priority"
364,Marie-Chantal Chassé,"Marie-Chantal Chassé, Pro accessibility, Pro-equality, Pro-environment, Pro-business development, Pro-regional economy, Pro-public transportation, Pro-entrepreneurship and innovation, Pro-health care, Pro-family values, Pro-public safety."
365,Sylvain Lévesque,"Sylvain Lévesque, Support of Provincial Autonomy, Commitment to Inclusion and Equity, Promotion of the Francophone Culture, Socially Progressive Agenda, Strong Focus on Affordable Healthcare, Environmental Preservation, Support of Gender Equality, Support for Small Businesses, Endorsement of Multiculturalism, Championing of Academic Research."
366,Andrée Laforest,"Andrée Laforest,Fiscal Conservative,Supporter of Small Business,Advocate for Francophone Minorities,Multiculturalism Proponent, Supporter of Affordable Housing, Pro-Environment, Advocate for Democratic Reform,Women's Rights Champion,Promoter of Regional Development,Advocate of Social Programs."
367,Guy Ouellette,"Guy Ouellette, Fiscal Conservatism, Regional Representation, Improved Transportation Infrastructure, Support for Veterans, Investing in Small Businesses, Environmental Conservation, Healthcare Advocacy, Combatting Poverty, Promoting Tourism, Measureable Financial Accountability."
368,Marc Picard,"Marc Picard, Supportive of agricultural industry, Supports small businesses, Advocate for cultural development, Pro-environment policies, Promote local job market, Increase social inclusion, Promote democratic values, Invest in clean energy sources, Share expertise with trade partners, Invest in digital and technological innovation."
369,Marie-Eve Proulx,"Marie-Eve Proulx, collaborative, pro-growth, socially progressive, fiscally responsible, environmentally conscious, transparent, responsive, proactive, innovative, compassionate"
370,David Birnbaum,"David Birnbaum, Pro-Environmental, Anti-Poverty, Supporter of Renewable Energy, Social Justice Advocate, Advocate for Accessible Education, Advocate for Transparent & Accountable Government, Pro-Innovation, Accomplished Listener, High Quality Policy Proposals, Open to Dialogue and Negotiation"
371,Benoit Charette,"Benoit Charette,Environmental Approaches,Research-Informed,Simplification Through Technology,Advocacy of Canadian Sovereignty,Efficient Petroleum Industry Strategies,Reduction of Canadian Carbon Emissions,Opposition to Ontario-Quebec Hydroelectric Projects,Respect for Autochtones Rights,Support for Military Investments,Independent-Minded Approach."
372,Sébastien Schneeberger,"Sébastien Schneeberger,Supportive of Women's Rights,Advocate for Healthcare,Human Rights Advocate,Strong Economy Strengthening,Protect Environment,Sustainable Development Practices,Increase Access to Education,Pro Active in LGBTQ+ Rights,Secure Employment Opportunities,Advocate for Cultural Progress."
373,François Tremblay,"François Tremblay, Advocate of Free Speech,Advocate of Women's Rights,Supporter of Sustainable Agriculture,Supporter of Digital Rights and Freedom,Supporter of VA Benefits Reform,Opponent of Social and Corporate Privileges,Advocate of Small Business,Supporter of Science and Technology,Opponent of Racism,Advocate of Environmental Protection."
374,Lorraine Richard,"Lorraine Richard,Advocate for Human Rights and Equality,Advocating for Grassroots Social and Economic Development,Enthusiast for Sustainable Development,Supporter of Youth,Environmental Protection Advocate,Pragmatic Approach to Politics,Strong Voice for the Voiceless,Fight Against Systemic Oppression,Fighter for Gender Equality,Strong Advocate for Community Building."
375,Monique Sauvé,"Monique Sauvé, Pro-Choice, Supports Gun Control, Multiculturalism Advocate, Advocate for LGBTQ+ Rights, Interest in Environmental Protection, Reforming Digital Privacy Laws, Supports Indigenous Rights, Taking Action Against Islamophobia, Refining Tax Laws, Investing in Education."
376,Méganne Perry Mélançon,"Méganne Perry Mélançon,Gender Equality Advocate,Inclusion and Environment Steward,Cultural Collaborator,Coalition Builder,Political Capacity Builder,Strong Communities Focous,Youth Engagement,Holistic Policy Approach,Reforms for Social Justice,Economic Resilience Champion"
377,Robert Bussière,"Robert Bussière, Supports small businesses, Advocates for interculturalism, Champion of economic development, Promotes tourism, Pro environmental policies, Free trade proponent, Tax cuts, Invest in green economy, Crime reduction, Increase job opportunities."
378,Gabriel Nadeau-Dubois,"Gabriel Nadeau-Dubois, Pro-Labor, Progressive, Equality-focused, Environmentalist, Securalist, Educational Commitment, Universal Healthcare, Gender Equality, Affordable Living, Investing in Communities."
379,François Bonnardel,"François Bonnardel, Pro-Business, Low-Taxes, Pro-Environment, Pro-Immigration, Pro-Nationalism, Pro-Families, Pro-Infrastructure, Pro-Education, Pro-Defence, Pro-Medical Care."
380,Eric Girard,"Eric Girard,Promote economic stability,Balance budgets,Modernize infrastructure,Fiscal prudence,Pro-business mindset,Drive job growth,Advocate for world class education system,Advocate for Canadian Open Science Policy,Invest in environmental sustainability,Pro-innovation technology policies"
381,Alexandre Leduc,"Alexandre Leduc, Pro-environment, Pro-economic growth, Pro-arts and culture, Pro-family, Pro-business, Pro-small government, Pro-tax relief, Pro- employment initiatives, Pro-social programs, Pro-urban and rural development."
382,Maryse Gaudreault,"Maryse Gaudreault, Pro-environmental, Pro-gender equality, Progressive, Fiscally Prudent, Consolidated Government Programs, Improved Public Infrastructure, Aiding Small Business, Independent Thinking, Investing in Human Capital, Strengthening Local Communities."
383,Claire Isabelle,"Claire Isabelle,Promotes gender equality,Supports sustainable ecosystems,Supports a fairer taxation system,Advocates increased job-training opportunities,Supports open access to high-quality education,Promotes initiatives to improve Indigenous rights,Focuses on regional economic diversification,Promotes a better health system,Fosters investments in public infrastructure,Advances regional agricultural production."
384,Claire Samson,"Claire Samson, Campaigner for Social Justice, Defender of Human Rights, Innovation Advocate, Sustainable Development Advocate, Commitment to Social Equality, Prioritizes Education in Quebec, Healthcare Advocate, Gender Equality Advocate, Advocate for Senior Citizens, Climate Change Advocate."
385,Joël Arseneau,"Joël Arseneau,Pro-middle class, Pragmatic policy-maker, Pro-youth employment, Pro-environment, Pro-child care, Avid promoter of cultural exchange, Supports renewable energy sources, Advocate of responsible public expenditure, Bilingual in French and English, Solidary with Indigenous rights."
386,Gregory Kelley,"Gregory Kelley, Supportive of Immigration, Pro-Environmentalism, Pro Fiscal Responsibility, Tax Reform Advocate, Pro-Small Business, Social Justice Advocate, Supporter of Local Economy, Economy Development Promoter, Trade Expansionist, Promotes Relationships with Indigenous Peoples."
387,Sol Zanetti,"Sol Zanetti, Committed to Equality, Independent Advocate for Seniors, Good Jobs and Economic Development, Pro-Investment, Solid Finances, Respect for Scrutiny, Affordable Housing, Seniors Care, Environmentally Sustainable Development, Strengthening Communities."
388,Filomena Rotiroti,"Filomena Rotiroti, Pro-Environment, Pro-Business, Pro-Labor, Pro-Equality, Pro-Immigrant Rights, Pro-Feminism, Pro-Social Programs, Pro-Infrastructure Investment, Pro-Transparency, Pro-Multiculturalism"
389,Sébastien Proulx,"Sébastien Proulx,Education Focused,Bilingualism Promotion,Regional infrastructure investment,Improved access to health services,Strong fiscal responsibility,Prioritization of rural communities,Ensuring simple government services,Attracting technology and research investments,Subsidizing cultural activities,Childcare expansion."
390,André Lamontagne,"André Lamontagne, Economically Conservative, Environmental Promoter, Pro-Natural Resources, Advocate for Strengthening Human Rights, Pro-Immigration, Pro-Infrastructure, Supports Fiscal Responsibility, Health Care Reform Promoter, Education Focused, Promoting Quality of Life."
391,Véronique Hivon,"Véronique Hivon, Pro-Accommodation, Pro-Secularization, Pro-Autonomy, Labour Rights Advocate, Pro-Reform of Education System, Environmental Protection Promotion, Multi-Tiered Health Care Reform, Affirmative Action in Employment, Strengthening of Child Protection Programs, Balanced Immigration and Economic Growth Promotion."
392,Sylvain Gaudreault,"Sylvain Gaudreault, Pro-environment, Fiscally Conservative, Supports Rural Development, Open to Foreign Investment, Respectful of Social Issues, Committed to Education Reforms, Active in Local Economic Development, Open to Community Involvement, Supports Gender Equality, Strong Advocate of Business Innovation."
393,Chantale Jeannotte,"Chantale Jeannotte,Committed to Rural Communities,Focused on Education,Advocates for Mental Health Services,Supports small business growth,Committed to Climate Change Action,Supports safe and secure Communities,Advocates for Women's Rights and Gender Equality,Supports Enhanced Infrastructure,Committed to Agriculture Sector,Focused on Local Economic Development."
394,Éric Girard,"Éric Girard, Pro-Business, Fiscal Responsibility, Export Promotion, Tax Cuts, Affordable Housing Policy, Trade Promotion, Investment Incentives, Regional Development, Small Business Growth, Lower Unemployment."
395,Marc Tanguay,"Marc Tanguay,Committed to the environment,Supports Canadian culture,Supports health care reform,Reliable and transparent in legislative decisions,Provides reliable representation,Acknowledgment of the region’s unique culture,Push for solutions on the regional economy,Defends democracy,Advocates understanding between cultures,Pursues fairness and justice."
396,Éric Caire,"Éric Caire,Fighting Poverty,Creating Jobs,Growing Innovation,Supporting Seniors,Growing the Economy,Freeing Entrepreneurs,Helping Small Businesses,Improving Public Transport,Investing in Education,Protecting the Environment."
397,Gaétan Barrette,"Gaétan Barrette, Pro-Centralization, Pro-Balanced Budget, Pro-Health Care Reform, Pro-Infrastructure Development, Pro-Education Reform, Pro-Public Services Improvement, Pro-Public-Private Partnerships, Anti-Corruption, Fiscally Conservative, Pro-Labour Reform."
398,Nicole Ménard,"Nicole Ménard, Fiscally Conservative, Gender Equality Advocate, Addresses Climate Change, Pro-International Cooperation, Pro-Immigration, Supports Public Transit, Advocate of Human Rights, Pro Education, Supportive of Indigenous Communities, Aims to Fight Poverty."
399,Christian Dubé,"Christian Dubé,Supportive of NAFTA trade,Advocates for Canada's linguistic duality,Supports improved student grants and access to post secondary education,Supports Quebec's principal of religious neutrality,Strong advocate for environmental protection,Collaborates on labour-related laws and pensions,Committed to revitalizing Quebec's economy,Promotes investments in science and technology, Advocated for new healthcare legislation,Promotes child and youth rights."
400,François Legault,"François Legault,Fiscally Conservative,Reduction of Immigration,Reduction of Debt,Strong Support for Healthcare,Reduction of Poverty,Increased Personal Freedoms,Environmental Energy Policies,Transparency in Politics,Increased Education Funding,Promotion of Francophone Culture"
401,Andrés Fontecilla,"Andrés Fontecilla, Promote Economic Inclusion, Advocate for Recognition of Indigenous Rights, Support Sustainable Development, Back Quebécois Sustainable agriculture, Push the Digital Economy, Promote Affordable and Clean Energy, Increase Ethical Corporate Responsibility, Push for Greater Transparency in Government, Support Workers and Labour Rights, Valuing of Intercultural Diversity"
402,Saul Polo,"Saul Polo,Politically Engaged,Fiscally Responsible,Environmental Stewardship,Support for Minority Rights,Advocate for Social Inclusion,Enhanced Access to Public Services,Upholding of Provincial Laws & Regulations,Promotion of Quebec Cultural Identity,Multi-Level Governance Advocate,Public Health Promotion"
403,Marie-Louise Tardif,"Marie-Louise Tardif,Proponent of Gender Equity,Advocate for Affordable Housing,Supporter of Human Rights,Increasing Access to Quality Healthcare,Monitoring of International Trade Deals,Supporter of Canadian Security,Committed to fighting Climate Change,Defense of Minority Groups,Opposition to Neo-Liberalism,Conservation and Protection of Biodiversity"
404,Lucie Lecours,"Lucie Lecours, Supportive of Francophone-Quebecois culture, Promotes social inclusion, Deeply committed to reconciliation with Indigenous peoples, Dedicated to job creation and economic growth, Openness to developing green technologies, Advocate for access to quality education, Supports fiscal responsibility, Prioritizes public health care, Champion of investing in small businesses, Committed to upholding human rights."
405,François Paradis,"Francois Paradis, Pro-Democracy, Pro-Civil Rights, Pro-Laborer, Pro-Immigration, Pro-Environment, Pro-Business, Pro-Unification, Pro-Education, Pro-Healthcare, Pro-Indigenous Rights."
406,Isabelle Lecours,"Isabelle Lecours,Strong Advocate for Women,Supporter of Increased Social Spending,Opponent of Invasive Mining,Passionate Defender of the Environment,Eye for Healthy Population Growth,Advocator for Francophone Rights,Supporter of Economic Stability,Promotion of Regional Development,Focus on Improved Education,Committed to Rural Communities."
407,Geneviève Guilbault,"Geneviève Guilbault,""Pro-separatist"",""Economically conservative"",""Fiscal austerity"",""Quebec traditional values"",""Social conservatism"",""Strong federalism"",""Supports budget deficits"",""Supports private enterprise over public sector"",""Strong economic ties with United States"",""Promotes defense of Quebec's rights with Canada"""
408,Hélène David,"Hélène David, Liberal, Progressive, Inclusive, Ambitious, Forward-Thinking, Innovative, Responsive, Advocacy for Women's Rights, Commitment to Family Support, Citizen-Centred."
409,Catherine Fournier,"Catherine Fournier, Pro-choice, Gender Equality, Protection of Individual & Minority Rights, Diversifying Economy, Reduction of Poverty, Strengthening of Healthcare System, Economic Incentives for Small Businesses, Improving Education, Investing in Infrastructure, Supporting Research & Innovation."
410,Enrico Ciccone,"Enrico Ciccone, Guarding Canadian values, Fiscal responsibility, Supporting Veterans, Accessible Healthcare, Investing in Infrastructure, Promoting work-life balance, Encouraging Global Commerce, Strengthening National Defence, Investing in Education, Supporting Social Inclusion."
411,Simon Allaire,"Simon Allaire,Pro-environment,Pro-small business,Pro-autonomy,Pro-women's rights,Pro-LGBTQ2+ rights,Fiscally Conservative,Open to International Cooperation,Promotes Equality and Inclusion,Supports Trade Expansion,Supports Indigenous Rights."
412,Mathieu Lemay,"Mathieu Lemay,Pro-environment,Pro-Universities and Postsecondary Education,Advocates Economic action,Supports Social Programs,Supports Elderly Workers,Advocates Tax Credits for parents,Promotes Free Trade,Supports Small Businesses,Supports Research and Development,Advocate for Quality Education."
413,Pascal Bérubé,"Pascal Bérubé, Supporter of Women's Equality, Collaborative & Innovative Problem Solving, Focused on Social Justice, Open-Minded & Compassionate, Advocate for the Environment, Honest & Transparent, Committed to Quality Healthcare, Investing in Local Infrastructure, Strong Promoter of Education, Dedicated to Enhancing Human Rights."
414,Marie Montpetit,"Marie Montpetit,Inclusive,Progressive,Dedicated,Courageous,Compassionate,Approachable,Principle-driven,Opportunity-driven,Innovative,Community-minded"
415,François Jacques,"François Jacques, Pro-French Language, Pro-Immigrant, Pro-Public Healthcare, Pro-Environment, Pro-LGBTQ Rights, Pro-Labor Rights, Pro-Indigenous Rights, Fiscally Conservative, Wants More Scientific Research Investment, Pro-Regional Cooperation."
416,Ruba Ghazal,"Ruba Ghazal, Climate Change Advocate, Multiculturalism Supporter, Gun Control Advocate, Supports Indigenous Communities, Affordable Housing Supporter, Public Health Care Advocate, Drug Policy Reform Advocate, LGBTQ Equality Supporter, Employment Insurance Advocate, Tax Reform Supporter."
417,Francine Charbonneau,"Francine Charbonneau, Supports Indigenous Rights, Advocates green technologies, Advocates for gender parity in the workplace, Favours increased public investments, Promotes renewable energy sources, Prioritizes public transit infrastructure, Early adopter of seniors' mobility programs, Supports student loans, Supports creative industries, Believes in a strong public healthcare model."
418,Sylvie D'Amours,"Sylvie D'Amours, Inclusive governance, Progressive social policy, Sustainable development, Pro-women initiatives, History and integration of First Nations, Professional and financial inclusion of new immigrants, Environmental protection, Investment in pharmaceutical research, Support of small and medium-sized businesses, Economic diversification."
419,Nathalie Roy,"Nathalie Roy, Pro-Family, Pro-Business, Reform-Focused, Pro-Immigration, Environment-Friendly, Pro-Cultural Expansion, Pro-Economic Growth, Pro-Healthcare, Pro-Employment Opportunities, Pro-Public Safety."
420,Jean-François Simard,"Jean-François Simard, Pro-Active on Climate Change, Advocate for Agricultural Issues, Supports Gender Equality, Promotes Economic Diversity, Advocate for Improved Infrastructure, Supports Quality Education, Supports Small Business and Entrepreneurs, Committed to Quality Healthcare, Supports Social Inclusion, Fights Inequality."
421,Pierre Arcand,"Pierre Arcand, promoter of renewable energy, supporter of youth initiatives, defender of Heritage Languages, repeller of austerity measures, advocate for economic stability, specialist in regulating environmental policies, promoter of responsible fiscal management, proponent of official language promotion, supporter of decentralization and local autonomy, and defender of social programs."
422,Monsef Derraji,"Monsef Derraji,Committed to fighting racism and discrimination,Supports an evidenced-based approach to policy-making,Promotes economic growth in Quebec,Focuses on gender equality,Supports sustainable development efforts,Advances public education initiatives,Advocates for action on immigration reform,Stands up for workers’ rights,Defends civil and political rights of Quebec residents,Strives to increase access to health care services."
423,Donald Martel,"Donald Martel, Pro-Business, Pro-Growth, Responsible Fiscal Management, Fiscally Conservative, Lower Taxes & Spending, Protecting Resources & Environment, Improved Infrastructure, Enhancing Trade & Investment, Investing in Education & Communities, Promoting Canadian Values & Culture."
424,Kathleen Weil,"Kathleen Weil,Pro-Active on Climate Change,Deep Commitment to Gender Equality,Advocate for Youth Issues,Supports Soft Nationalism,Promotes Francophone Culture,Supports Sustainable Development,Advocates for Heritage Preservation,Supports Fostering New Talent,Supports Small Businesses,Focused on Access to Quality Public Services"
425,Gilles Bélanger,"Gilles Bélanger, Progressive, Fiscally Responsible, Progressive, Innovative, Pragmatic, Collaborative, Forward-Thinking, Accessible, Engaged, Visionary"
426,Mathieu Lacombe,"Mathieu Lacombe, Pro-Environment, Pro Business, Inclusive, Community-Centred, Respectful, Transparent, Fiscally Responsible, Pro-Family, Pro-Public Services, Non-Partisan"
427,Chantal Rouleau,"Chantal Rouleau,Support for Strong Families,Advocating for Cultural Diversity,Promotion of Local Industries,Advocacy for Gender Equality,Prioritizing Public Safety,Advancing Public Healthcare Solutions,Protecting Human Rights and Freedoms,Focus on Sustainable Development,Fostering Intergovernmental Cooperation,Support for Social Reform Programs"
428,André Fortin,"André Fortin, Progressive-minded, Inclusive, Representational, Pragmatic, Committed to social justice, Fiscally responsible, Supportive of First Nations, Expansion of public services, Medicare for all, Climate Action"
429,Vincent Caron,"Vincent Caron, Environmental Advocate, Pro-Choice, Multiculturalism Advocate, Gun Control Advocate, Pro-Business Policies, LGBTQ Rights Advocate, Supportive of Social Programs, Transparency and Openness Advocate, Animal Welfare Advocate, Open Borders Advocate."
430,Marguerite Blais,"Marguerite Blais, Pro-Equality, Pro-Clean Environment, Pro-Health Care, Pro-LGBTQ Rights, Pro-Multiculturalism, Pro-Cultural Preservation, Pro-Regional Development, Pro-Social Justice, Pro-Youth Opportunities, Pro-Accountability of Government."
431,Martin Ouellet,"Martin Ouellet, Pro-Canadian Federalism, Pro-Gun Control, Anti-Corruption, Pro-Globalization, Pro-Individualization, Pro-Voucher System, Pro-Comprehensive Healthcare System, Pro-Employment Insurance, Pro-Municipal Autonomy, Pro-Foreign Investment"
432,Lise Lavallée,"Lise Lavallée, Feminist, Intercultural Competence, Social Justice, Green Economy, Workers' Rights, Open to Collaboration, Inclusive Communities, Supply Management, Youth Development, Anti-Poverty Strategies."
433,Jean-Bernard Emond,"Jean-Bernard Emond, Pro-Equality, Pro-Environment, Pro-Health Care Services, Pro-Public Infrastructure Investment, Pro-Local Business Development, Pro-Social Services & Welfare, Pro-Indigenous Sovereignty, Pro-Regional Cooperation, Pro-Multiculturalism, Pro-Democratic Rights"
434,André Bachand,"André Bachand,Committed to creating jobs,Increase support for science and technology research,Advocate for local farmers and businesses,Improve access to high-speed internet,Reduce red tape and bureaucraty,Oppose Canada's involvement in foreign conflicts,Provide assistance and economic support to veterans,Promote gender equality,Defend Quebec's language and culture,Protect the environment."
435,Harold Lebel,"Harold Lebel, Advocate for Environmental Protection, Pro-Gun Legislation, Fiscal Responsibility, Lower taxes, Small Government, Pro-Choice on Abortion, Restrictive Immigration Policies, Pro-stricter Freedom of Information Laws, Opposition to Tuition Increases, Pro-Religious Neutrality."
436,Denis Tardif,"Denis Tardif, Eco-Friendly, Pro-Public Services, Transparency Advocate, Regional Economic Development, Liberal Ideology Support, Immigration Reform Advocate, Youth Mentoring Programs, Cyber Security Initiative, Budget Cuts Advocate, Taxation Reform Advocate"
437,Carlos J. Leitão,"Carlos J. Leitão,Fiscally Conservative, Pragmatic, Pro-Business, Ambitious, Inclusive, Pragmatic, Responsible, Sustainable, Dedicated, Innovative"
